Unnamed: 0,ID,Url,original_text,gpt.4.1.mini_stance,Date,Topic
59744,59744,http://twitter.com/EricMaltbyKjr/statuses/1868488954267435105,Luigi committed cold blooded murder of an American man from a very middle class background who reached a level of success (whether you agree with it or not).,1,12/16/2024 2:50,3
59802,59802,http://twitter.com/realwillpierce/statuses/1868473271546789986,7/ The American Dream is real. It lived in Brian Thompson. Let’s honor his legacy by living up to the values he embodied. #UnitedHealthcare #unitedhealthcareceo #AmericanDad #AmericanWay #americafirst #America,1,12/16/2024 1:48,7
59810,59810,http://twitter.com/JuanThomasAnge2/statuses/1868472287466545398,"Brian Thompson grew up in tiny Jewell, Iowa, worked in soybean fields, played basketball, and became valedictorian of his 50-person class. He rose to lead 140,000 employees and $280B in revenue at a top global company. A life of hard work, the American Dream. God bless him.",1,12/16/2024 1:44,19
59818,59818,http://twitter.com/tom_hubbell/statuses/1868468730013069553,"Imagine being Brian Thompson’s wife or his children. It’s 10 days before Christmas. And you hear this crusty communist making excuses for your loved one’s murderer. It’s so disgusting and, yet, so on brand. I mean they think Brian Thompson deserved his murder, just as they…",1,12/16/2024 1:30,6
59836,59836,http://twitter.com/astro_cytus/statuses/1868464965041992061,The “or” here is feeling like fake news. Tell the truth! He is a hunk AND hero.,1,12/16/2024 1:15,14
59863,59863,http://twitter.com/daddy_cwell2019/statuses/1868459577219449059,The defense of Luigi Mangione's terrorism is disgusting and a new low for the radical left.,1,12/16/2024 0:54,5
59864,59864,http://twitter.com/TeeKayKiz/statuses/1868459541526085978,"Neither situation is similar. Neely was a criminal. He threatened innocent people. Penny defended people (of all colors) and saved lives. Mangione plotted to murder an innocent man who did NOTHING to him! 
Not the same.",1,12/16/2024 0:54,10
59875,59875,http://twitter.com/new3raa/statuses/1868457273552695331,BRING ME TO LUIGI,1,12/16/2024 0:45,8
59896,59896,http://twitter.com/b66165/statuses/1868452156984246352,"He didn't have UnitedHealthCare. My thought is that this alleged murderer is going to try to get off with an insanity plea. Review the expertise of the veteran NY attorney who has been hired. Regardless, I am so very sorry to the Thompson boys and their family. 💔😭🙏",1,12/16/2024 0:24,1
59912,59912,http://twitter.com/we_the_peop1e_/statuses/1868449898175008879,"top exec at a $562B Co., Brian Thompson kept a relatively low profile. At an investor meeting last year, he outlined UnitedHealth's shift to ""value-based care,"" paying doctors and other caregivers to keep patients healthy, rather than focusing on treating them when they get sick",1,12/16/2024 0:15,7
59913,59913,http://twitter.com/cbinflux/statuses/1868449863542698077,"ANALYSIS: TRUE. Luigi Mangone Isn’t an Aggrieved UHC Customer in Pain, He’s Just a Nihilistic, Over-Privileged Killer.",1,12/16/2024 0:15,13
59962,59962,http://twitter.com/LionTCMan/statuses/1868438478327075068,"Luigi Mangone Isn’t an Aggrieved UHC Customer in Pain, He’s Just a Nihilistic, Over-Privileged Killer - Shooting News Weekly",1,12/15/2024 23:30,13
59982,59982,http://twitter.com/JaneOpines/statuses/1868433873144561811,"Luigi is an elitist, spoiled, rich kid who shot a husband & father in the back who grew up poor on a farm in Iowa & worked hard for his position & improved insurance access for customers.

Rittenhouse shot people attacking him in an effort to do him bodily harm

LIBERAL MORAL ROT",1,12/15/2024 23:12,3
59989,59989,http://twitter.com/DavidJo72132136/statuses/1868432557538439600,"So, celebrating the death of a CEO is the new brunch? Charlamagne tha God is here to drop some reality on that parade, asking what exactly we’re winning by cheering on the killer. Let’s rethink those wrong celebrations, folks. Dive into the chaos here: …",1,12/15/2024 23:06,11
59993,59993,http://twitter.com/anbl4498/statuses/1868431881106252139,Luigi murdered an innocent man.,1,12/15/2024 23:04,12
60004,60004,http://twitter.com/Gordowhoisbordo/statuses/1868430350969626862,The people glorifying Luigi Mangione for his murder of the united healthcare CEO are just as bad as him,1,12/15/2024 22:58,5
60089,60089,http://twitter.com/loralee0831/statuses/1868412854782824665,Noone with any morals should celebrate the death of Brian Thompson! But it did make people wake up!Michael Moore callously declares he wants to ‘pour gasoline’ on anger at health insurance industry after CEO killing #Insurance #Healthinsurance,1,12/15/2024 21:48,14
60196,60196,http://twitter.com/aribo/statuses/1868386589740531981,"Please  , could you say these same words in front of Brian Thompson's wife and children?",1,12/15/2024 20:04,2
60231,60231,http://twitter.com/AGLizMurrill/statuses/1868378107025006978,"I shared my thoughts with  of , on the despicable murder of UnitedHealthcare CEO Brian Thompson. It's a sad day in this country when we see people justifying flagrant acts of violence that result in someone being targeted, stalked, and murdered for what appears to…",1,12/15/2024 19:30,11
60259,60259,http://twitter.com/GenZ_spectator/statuses/1868372520493285782,If you stan Luigi you're a loser devoid of any virtue and grace,1,12/15/2024 19:08,8
60260,60260,http://twitter.com/Aaron160313304/statuses/1868372237742641395,CEO has a family. The people glorifying luigi are stupid and uneducated and dangerous.,1,12/15/2024 19:07,13
60282,60282,http://twitter.com/donnac1188/statuses/1868367893613998222,"…and being charged with second degree murder after cold bloodily murdering a total stranger, who was a husband and father to young children, obviously premeditated. What is first degree murder?",1,12/15/2024 18:49,6
60300,60300,http://twitter.com/go__sullivan/statuses/1868363343884595635,"FEMALE PRISON GUARD PLAYED BY HALLMARK MOVIE ACTRESS: “I haven’t really paid much attention to the holidays since my father passed away. Going through his treatments put so much stress on our family.”

LUIGI MANGIONE LOOKALIKE: “This is a hard time of year for a lot of us.”",1,12/15/2024 18:31,0
60327,60327,http://twitter.com/SteveHamill1/statuses/1868358016921452815,"Jacqui my big request is that you stop referring to it as the “shooting of the United Healthcare CEO”. His name was Brian Thompson. A good man whom I knew. If you’re going to drop the name from the story, please drop the shooter’s name not the victim’s!",1,12/15/2024 18:10,9
60350,60350,http://twitter.com/11Stacysmom/statuses/1868352729334350108,That’s rich coming from the side that is idolizing Luigi Mangione as a hero for murdering someone in cold blood.,1,12/15/2024 17:49,0
60381,60381,http://twitter.com/ChrisMaley/statuses/1868346282961416336,"#RFK has some financial angle when it comes to his desire to endanger the public, a group of his rich buddies have a scheme to profit off of it all. Brian Thompson martyred himself for these types of men.",1,12/15/2024 17:24,4
60385,60385,http://twitter.com/niftywut/statuses/1868345355856929174,"Chris Rock talks about Luigi Mangione during his SNL monologue

“He actually k*lled a man with a family, with kids. I have real condolences for the Healthcare CEO. This is a real person… but sometimes drug dealers get shot”",1,12/15/2024 17:20,5
60483,60483,http://twitter.com/CivilOne20/statuses/1868322890023932125,I cannot get over the Left’s treatment of Daniel Penny as opposed to that of Luigi Mangioni…the fact that fellow *human beings* actually celebrate gunning down a husband and father in cold blood (in the back) vs. vilifying/threatening to kill a man who was trying to protect…,1,12/15/2024 15:51,0
60505,60505,http://twitter.com/KathrynPaisner/statuses/1868317952518582329,"Celebrating Luigi Mangione was already like celebrating Sirhan Sirhan, but I hope everyone who joined in this horror because it was trending in their morally deranged peer group feels even more awful about themselves, after reading this story.",1,12/15/2024 15:31,0
60518,60518,http://twitter.com/RyanShi26831263/statuses/1868315968482722297,"Well you see, Rittenhouse defended himself from people who were going to kill him. Luigi Mangione killed a 50 year old, unarmed, insurance CEO. How is that the same?",1,12/15/2024 15:23,18
60520,60520,http://twitter.com/Barb_4Trump/statuses/1868315356835852552,LUIGI MANGIONE IS AN ENTITLED ELITIST GUTLESS BASTARD THAT MURDERED A MAN BY SHOOTING HIM IN THE BACK. IN OTHER WORDS AN ABSOLUTE MAGGOT .ANYONE THAT THINKS HE IS A HERO . IS NOTHING MORE THAN A TWISTED DEMENTED PIECE OF HUMAN TRASH .,1,12/15/2024 15:21,0
60528,60528,http://twitter.com/RichardHanania/statuses/1868313659027624218,"Washington Post on Brian Thompson as a well liked, hard working man who tried to provide better service to customers while avoiding the public limelight.

He helped keep thousands of hospitals and healthcare providers open during the pandemic by getting then emergency relief from…",1,12/15/2024 15:14,15
60557,60557,http://twitter.com/Clarksterh/statuses/1868307474467701096,"As America shut down in March 2020, and federal officials struggled to get $$ to desperate health providers, Brian Thompson said UnitedHealth could do it asap — and they did.

The $135 billion fund helped keep countless providers afloat.

Thompson’s role has never been reported.",1,12/15/2024 14:49,7
60595,60595,http://twitter.com/BenEug/statuses/1868300006584889735,"The Left's Boogeyman politics.

Spit on the grave of the UnitedHealthcare CEO to undermine free enterprise, advance bigger govt and avoid accounting for the ravages of Obamacare. 

That's okay,  is happy to do the audit for them.",1,12/15/2024 14:20,1
60607,60607,http://twitter.com/BusterWebster/statuses/1868297633439314366,"Hero Kyle did nothing wrong.
Luigi is mentally ill scum.",1,12/15/2024 14:10,12
60615,60615,http://twitter.com/DeWayne236/statuses/1868296108981506464,The left is all up in arms because the VP elect Vance invited Daniel Penny to a football game while the left at the same time fell all over themselves in the pleasure of Luigi Mangione murdering a healthcare CEO!,1,12/15/2024 14:04,5
60664,60664,http://twitter.com/thesoxman/statuses/1868288878085366067,These same lunatics revere Luigi for shooting a man in the back in a job they disapprove. Yet they don't want Trump to make the people that caused all the worlds problems intentionally to pay for their crimes??,1,12/15/2024 13:35,17
60697,60697,http://twitter.com/00711711711even/statuses/1868281636108091794,"I'm glad Brian Thompson's children are 16 and 19, so old enough to understand that Margaret Cho and other reprehensible people like her are truly depraved and sick. I know it still hurts them to see this crap.",1,12/15/2024 13:07,6
60714,60714,http://twitter.com/AvrilSigerson/statuses/1868279168300970423,This is brilliant and extremely on point. Turn it up!! #UnitedHealthcare,1,12/15/2024 12:57,1
60736,60736,http://twitter.com/CoffindafferFBI/statuses/1868272917756133378,"According to sources, Kathleen Mangione spoke with the FBI the night before Luigi Mangione’s arrest, indicating the assassin bore a resemblance to her son.

Such a difficult and upstanding thing to do. 

I can't imagine what it must feel like to be in her shoes. 

Bless her and…",1,12/15/2024 12:32,0
60746,60746,http://twitter.com/RenaissanceMM1/statuses/1868266338743210248,The murder of UnitedHealthcare CEO Brian Thompson is a tragedy that should not be tolerated. Prayers go out to his family and everyone who has been impacted by gun violence.,1,12/15/2024 12:06,9
60759,60759,http://twitter.com/Trkfxr111016/statuses/1868260947095429531,Wow!!! You are a dipshit squared aren’t you!!! Kyle was defending himself against rioters trying to harm him!!! Luigi shot an unarmed man in the back!!! They are not the same,1,12/15/2024 11:44,12
60870,60870,http://twitter.com/tina_rodri80977/statuses/1868206593281769860,"One was premeditated murder & the other was a minor trying to protect private property from a mob of violent protesters. They attacked the minor several times & he fired his weapon in self-defense. Luigi was a coward who shot an innocent man to death. Now, 2 kids don't have a dad",1,12/15/2024 8:08,12
60910,60910,http://twitter.com/KennyBania42/statuses/1868188630050590847,"Luigi, who is a murderer, is a disgusting parasite and will die in prison. He got what he deserved.",1,12/15/2024 6:57,3
60916,60916,http://twitter.com/Couchtalk1981/statuses/1868186676486680858,"Yeah THIS is a hero...

To contrast this to Luigi Mangione...in this case there is a direct and immediate harm being doing to his family.",1,12/15/2024 6:49,0
60998,60998,http://twitter.com/JamesCa14047260/statuses/1868161102820864511,'What Did That Accomplish?': Charlamagne tha God Blasts Celebration of UnitedHealthcare CEO's Murder,1,12/15/2024 5:08,1
61082,61082,http://twitter.com/youo56/statuses/1868141098872582286,I really am sadden by his death. Fuck Luigi. Murderer. Brian Thompson was a great man.,1,12/15/2024 3:48,18
61097,61097,http://twitter.com/rueangchai5556/statuses/1868136884142301411,Ask your local loser why they support the murder of UnitedHealthcare’s CEO.,1,12/15/2024 3:31,1
61099,61099,http://twitter.com/JuanMos05692587/statuses/1868136797106221413,"AOC, other progressives condemn violence but suggest justification for killing of UnitedHealthcare CEO. Hmmm, what if we celebrated their demise? They’d be outraged. These people are not serious or intelligent.",1,12/15/2024 3:31,1
61107,61107,http://twitter.com/JorgeD1296148/statuses/1868136073995469146,"Choose your heroes carefully.
Brian Thompson, the CEO of UnitedHealthcare, was known as a self-made individual. He worked his way up through the ranks, starting from modest beginnings and eventually leading one of the largest healthcare companies in the world. Thompson’s career…",1,12/15/2024 3:28,7
61120,61120,http://twitter.com/Tgears2/statuses/1868131418683130197,"This is the disgusting progressive left. A sitting U.S. Senator  essentially justifies the heinous murder of UnitedHealthcare CEO, Brian Thompson on Joy Reid.",1,12/15/2024 3:10,11
61143,61143,http://twitter.com/DaisyVance18/statuses/1868127221082124463,"Don Lemon took to social media on Friday and made the case for Luigi Mangione k*lling the UnitedHealthcare CEO.

This was completely reprehensible and transparent.

Lemon shamelessly questions if Luigi is a “modern-day Robin Hood.”",1,12/15/2024 2:53,5
61151,61151,http://twitter.com/OfficialPPNews/statuses/1868125347386208751,"Family Response

The Mangione family expressed shock and stood by Luigi, calling for justice while offering condolences to Brian Thompson’s loved ones. Friends describe him as a man of character and promise.",1,12/15/2024 2:46,0
61182,61182,http://twitter.com/TimkoMark14545/statuses/1868117782686044221,"Report: UPenn Professor Describes UnitedHealthcare CEO Murder Suspect as ‘Icon We All Need’
 Hey professor, your boy Luigi is NOT a hero he is a coward!!!!!!!!",1,12/15/2024 2:16,5
61276,61276,http://twitter.com/Crafted375/statuses/1868098569619779993,Why does the media insist on dehumanizing Brian Thompson ?….his name is almost never used,1,12/15/2024 0:59,6
61381,61381,http://twitter.com/DrinkUpNorm/statuses/1868080794218197442,"It is disappointing to hear that they have tarnished his legacy by calling him ""fake""",1,12/14/2024 23:49,14
61456,61456,http://twitter.com/CommonSenseFan2/statuses/1868068645919711736,"Fuck off.

A planned assassination of an innocent man vs a hero and military veteran protecting his fellow citizens from a violent repeat felon threatening to kill them.

Let’s hope we get a fried Luigi. Dude deserves the death penalty. 

Long Live Penny! Legend!!!",1,12/14/2024 23:00,12
61471,61471,http://twitter.com/rereadsclosely/statuses/1868066454068986011,"I guess they didn't read this essay (by a bioethicist)--
""Why the Murder of a Health Care CEO Is Morally Wrong""--
and I wonder how many people *did* read it.",1,12/14/2024 22:52,1
61486,61486,http://twitter.com/StarowNiklas/statuses/1868064696064163895,"First line is vehemetly false. Showing that the poster only knows the reddit-narrative of the events.

Second line. He knew what was necessary, they were actively trying to kill him.

There is no comparison or parallell between Kyle and Luigi. 

#kylerittenhouse #LuigiMangione",1,12/14/2024 22:45,12
61522,61522,http://twitter.com/FakeNewsDecoded/statuses/1868060483955446266,"How moronic. Luigi hid, then ambushed him, and then shot him in cold blood in the back. What a hero.",1,12/14/2024 22:28,3
61540,61540,http://twitter.com/CritThinker69/statuses/1868057788964024573,"A solid dude who did the right thing for his community.

I wonder what’s going on with Luigi, the darling of the left.

I’m sure his cellmates are making sure he enjoys every minute and gets all the love he deserves.",1,12/14/2024 22:17,3
61606,61606,http://twitter.com/BerissaF/statuses/1868043669309440244,"Note how Luigi is happy to take the costly attorney provided by his wealthy parents who own Nursing homes, talk should health care bilking of the old.. He is absolute hypocrite murderer.",1,12/14/2024 21:21,13
61736,61736,http://twitter.com/OmniApex1776/statuses/1868024950659170440,"Killing CEO’s is not the way

Give him the death penalty and televise this dumbass’ Demise 

Fuck Luigi",1,12/14/2024 20:07,13
61739,61739,http://twitter.com/The_Protect0r_/statuses/1868024710513950824,"UnitedHealth chief admits US health system ‘does not work as well as it should’  
In a New York Times essay, Andrew Witty also says slain healthcare CEO Brian Thompson cared about customers

The leader of the parent company of Unit…",1,12/14/2024 20:06,7
61753,61753,http://twitter.com/breed_full/statuses/1868021523384250794,"Luigi grew up in privilege, was never even a customer of UHC, apparently did get treatment for his back.

Brian Thompson grew up middle class and made his own way.

Liberals are cheering on a coddled rich kid who murdered a good guy who worked for everything he had.",1,12/14/2024 19:53,13
61871,61871,http://twitter.com/CigarGuy45/statuses/1868006652571775431,"yes because an attaccisn of a CEO is the same as someone who kills in self defence.

luigi is no heo, he is a murderer, you guys would back nazis if they started going after CEOs",1,12/14/2024 18:54,13
61918,61918,http://twitter.com/USAProudPatriot/statuses/1868000989476999462,"Elizabeth Warren disgustingly defends Luigi Mangione, the killer of the UnitedHealthcare UHC CEO Brian Thompson.

Elizabeth Warren condoning this murderer is unacceptable. 
Don't let her off the hook!",1,12/14/2024 18:31,5
61926,61926,http://twitter.com/AverageSteveS/statuses/1868000575679496383,"Leftists using Luigi to say we need to team up and fight the rich

Unsurprisingly, a trust fund baby leftist shooting a self made midwestern family man didn’t convince me to “join forces” with the left",1,12/14/2024 18:30,17
61941,61941,http://twitter.com/Natorrie32/statuses/1867999196164338165,Free Luigi that's a damn good man Savannah.,1,12/14/2024 18:24,8
61990,61990,http://twitter.com/FloraFaunaFoodK/statuses/1867992573962498188,Mangione shot an innocent man in the back? You know that?,1,12/14/2024 17:58,10
62002,62002,http://twitter.com/TristinHopper/statuses/1867991375389569454,Luigi Mangione being a privileged rich kid who murdered an Iowa boy who worked his way up to the top is even more on-brand than I expected.,1,12/14/2024 17:53,0
62012,62012,http://twitter.com/Dunedain8456555/statuses/1867990655479525423,"You’re so disingenuous it’s frightening. Kyle defended himself against literal violent rioters. 

Luigi literally murdered a guy because he’s rich. You people are fucking stupid.",1,12/14/2024 17:50,12
62017,62017,http://twitter.com/usa_anji/statuses/1867990167895630024,"Charlamage the God chimes in on the murder of UnitedHealthcare CEO Brian Thompson, questions why people are celebrating it.

""I don't understand why people are celebrating him being killed because like I said yesterday, he's dead. His kids don't got no father.""",1,12/14/2024 17:48,11
62036,62036,http://twitter.com/DanBrown1462442/statuses/1867988211659874412,Brian Thompson is in heaven. His family is shattered. Health insurance won’t be fixed because of this. You pathetic idiot.,1,12/14/2024 17:41,15
62087,62087,http://twitter.com/Renu1_007/statuses/1867981043665707019,They say not to glorify Luigi Mangione for his actions but can they justify murder of a young man for alerting people for something harmful.,1,12/14/2024 17:12,0
62090,62090,http://twitter.com/realgreggd/statuses/1867980525467840549,The problem with ’s attempt at equivocation is no one is “celebrating violence” in the case of Daniel Penny. The celebration is for his acquittal in what was a political and absurd prosecution. People are celebrating Mangione’s cold-blooded murder of Brian Thompson.,1,12/14/2024 17:10,10
62136,62136,http://twitter.com/ChrisMaley/statuses/1867974842353381591,"Billionaire-worshippers like Roseanne need martyrs.
Brian Thompson is that martyr. 
#CEOAssassination",1,12/14/2024 16:48,6
62311,62311,http://twitter.com/Chris97073458/statuses/1867952971637473514,"That’s the dumbest comparison I’ve ever seen. 

 Kyle was in a textbook self defense situation where people were trying to bash his head in with a skateboard and he defended his life. 

 Luigi just set up a murder plot and killed someone. Comparing “hero’s” here yours kinda sucks",1,12/14/2024 15:21,12
62317,62317,http://twitter.com/mellapenelope/statuses/1867952550064083112,"Any person who aligns themselves with a cold blooded murderer is complicit in his actions. Mangione murdered a man and some of you stand with him? Check your morals, if you think you’re a decent human being- you’re not.",1,12/14/2024 15:19,10
62323,62323,http://twitter.com/RBrazos12206/statuses/1867951447721316559,He is a Hero and luigi is a Murder period you fool !,1,12/14/2024 15:15,3
62369,62369,http://twitter.com/GeologoLuciano/statuses/1867944400174866799,"Luigi Mangione tee shirts are being sold at the Christmas Market in NYC. 

Appalling! Two innocent teens boys are without their father. 

I hope this narcissistic who thought he was too good to be caught, sees a just punishment.",1,12/14/2024 14:47,0
62391,62391,http://twitter.com/vencinacario/statuses/1867941067859042606,"UnitedHealth Leader Addresses CEO Murder and Flaws in Health Care System

In an op-ed published in The New York Times, Andrew Witty, CEO of UnitedHealth Group, paid tribute to the late CEO Brian Thompson, who was tragically shot and killed in New York City. Witty acknowledged the…",1,12/14/2024 14:33,7
62402,62402,http://twitter.com/RobertP60964627/statuses/1867939530801897935,"All of you are absurd. At least Kyle faced the rioters and looters face on and shot them when he felt threatened. Luigi snuck up behind a husband and father and shot him in the back and then ran away. Neither Kyle nor Luigi are heroes, but Luigi is a back shooting coward.",1,12/14/2024 14:27,12
62414,62414,http://twitter.com/HARDcoreHUGHiE/statuses/1867937641347608885,"The same people praising Luigi for murdering the United Healthcare CEO are the same people in 2020-2022 who celebrated when the US government mandated an unapproved genetic experiment to murder them. 

It's hilarious",1,12/14/2024 14:20,13
62452,62452,http://twitter.com/Cheekieb1/statuses/1867931054570618984,"As much as I understand rooting for Luigi, THIS is why you don't glorify murderers🤷🏿‍♀️",1,12/14/2024 13:54,8
62458,62458,http://twitter.com/MrJustinLindsey/statuses/1867929330975736204,"No, we all did not kill Brian Thompson. A pathetic little coward killed him. You know nothing about socialized medicine or insurance. Grow up.",1,12/14/2024 13:47,4
62464,62464,http://twitter.com/BOJANGLES6253/statuses/1867928291702894719,"Really? One question for you, dumbass:

Who attacked Mangione before he shot down the United Health Care CEO in cold blood?

Do you actually have a fucking functional brain, bro?",1,12/14/2024 13:43,10
62483,62483,http://twitter.com/Motero888/statuses/1867924933625737689,"Martina, stay out of the public discourse on insurance companies, please!! It was a shameful act that happened to Brian Thompson and anyone who copycats or mimics what that disgusting murderer did should be punished! Don't tarnish your legacy by getting into the fray.",1,12/14/2024 13:29,15
62492,62492,http://twitter.com/DonnaSwala/statuses/1867923190057762817,"It is NOT unforgivable to take a life. 

It is unforgivable to murder. 

The Bible is oft misquoted. 

The commandment is not “Thou shalt not kill.” it is “Thou shall not commit murder.” 

Brian Thompson was murdered. 

There is not moral equivalency here.",1,12/14/2024 13:22,6
62501,62501,http://twitter.com/chai_ste/statuses/1867921863403610509,"I have no idea who  are, clearly it’s rubbish and an insult to poor Brian and his grieving family in Romford 

 created by the farming astroturf lobby being farmers they don’t have more than a brain cell between them",1,12/14/2024 13:17,6
62515,62515,http://twitter.com/presidoo61/statuses/1867919421597229096,"T-shirt with the image of Luigi Mangione, alleged sh**ter of UnitedHealthcare CEO, on it being sold at Union Square Christmas Market in NYC.

Anyone buying/selling this is morally bankrupt.",1,12/14/2024 13:07,5
62546,62546,http://twitter.com/mvanduch420/statuses/1867913409859387455,Senators Sanders & Warren again showed the left’s moral bankruptcy by suggesting Luigi Mangione’s alleged murder of insurance CEO was “understandable.” Brained colleague Fetterman scolded: “He’s the a** who is going to die in prison.”,1,12/14/2024 12:43,5
62581,62581,http://twitter.com/CricwithMuqadas/statuses/1867903533619519683,"The fact that Luigi Mangione had no personal ties to UnitedHealthcare makes this senseless act of violence even more disturbing. We need to come together as a society to address the root causes of these tragedies and work towards creating a better, more compassionate healthcare…",1,12/14/2024 12:04,5
62673,62673,http://twitter.com/brumz1961/statuses/1867875995581321684,There's a difference between shooting someone in self-defense face to face like Kyle Rittenhouse did. Your hero Luigi shot an unarmed man in the back like a coward. Watch the videos of both.,1,12/14/2024 10:15,12
62723,62723,http://twitter.com/Steveohmygoodne/statuses/1867860645753880945,"Why are you lying?
Also, I'll bet if I search your tweets I can find you praising an actual murderer in that lunatic Luigi coward who killed the healthcare CEO 
you lefty whackos love that vile crap",1,12/14/2024 9:14,13
62731,62731,http://twitter.com/teledude54/statuses/1867856896289554440,"Wait. Luigi went through a trial and was found not guilty and justified? 
There’s the difference. Kyle killed a couple pedophiles in self defense. Luigi murdered an innocent man in cold blood. You people are sick fucks.",1,12/14/2024 8:59,12
62735,62735,http://twitter.com/Donamo_ro_/statuses/1867856357501919728,Deep pain over relative's suffering drove Luigi to unwarranted CEO violence. May compassion heal all wounds. #HealingNotHate,1,12/14/2024 8:57,13
62760,62760,http://twitter.com/BootIceCream/statuses/1867846569942561108,Why would Bret Stephens (GB) say something like this? Why would he defame Brian Thompson like this?,1,12/14/2024 8:18,4
62793,62793,http://twitter.com/Tacocity347867/statuses/1867833939261632991,I mean he was definitely much more working class hero than Luigi for sure,1,12/14/2024 7:28,3
62818,62818,http://twitter.com/arkay8491/statuses/1867827121512755531,Every word! Excellent thread.,1,12/14/2024 7:01,16
62860,62860,http://twitter.com/gossamersins/statuses/1867814570472927316,and they chose maybe one of the sexiest photos i've ever seen of him that's just crazy,1,12/14/2024 6:11,2
62917,62917,http://twitter.com/OilMan53081578/statuses/1867801863908626934,Prayers,1,12/14/2024 5:20,16
62927,62927,http://twitter.com/GawdZilla777/statuses/1867799058674593833,"A great guy is dead because Canada thinks more of illegal aliens and ""migrants"" than they do their own citizens. 
It never should've happened.",1,12/14/2024 5:09,6
62953,62953,http://twitter.com/oftenuncommon/statuses/1866920733366222859,"“Brian Thompson deserved to live. His kids deserved to have their dad. That is all that really matters here, and his murderer will not be made into a martyr.”",1,12/11/2024 18:59,4
63050,63050,http://twitter.com/beebs113/statuses/1866916782293885387,Luigi has raised 30 grand already in 7 days. It has taken us several months to reach 30 grand for children and veterans. This is so disappointing when we work so hard helping and healing people. I will never understand why bad people always get the help and good people suffer.…,1,12/11/2024 18:43,13
63098,63098,http://twitter.com/dennis_tho68588/statuses/1866915133651345853,Imagine being Brian Thompson's kids and hearing this.,1,12/11/2024 18:37,2
63117,63117,http://twitter.com/leankitjon/statuses/1866914567856517525,"Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really proud when he graduated…",1,12/11/2024 18:34,19
63142,63142,http://twitter.com/BulwarkOnline/statuses/1866913384458817696,"On the latest episode of Just Between Us,  and A.B. Stoddard talk Trump's anti-qualified appointees, Covid revisionism, and the depraved response to the cold-blooded murder of Brian Thompson. Watch or listen:",1,12/11/2024 18:30,14
63257,63257,http://twitter.com/GussieK60607741/statuses/1866908538247037320,"That confirms it for me,
EVIL is alive and well in our time and Luigi is now a “hero”to some because he targeted and killed a health care employee?

Think about it because I can’t stop thinking and praying for that healthcare employee’s family and friends.",1,12/11/2024 18:10,18
63320,63320,http://twitter.com/knavishknight/statuses/1866905900507861060,What a nightmare for Brian Thompson's family...,1,12/11/2024 18:00,2
63323,63323,http://twitter.com/kingkroole/statuses/1866905701320364390,they r clearly trying to take the incel angle to make ppl stop rallying around this guy #tbh,1,12/11/2024 17:59,14
63344,63344,http://twitter.com/Coni5270/statuses/1866904757241094454,The left’s celebration of this murderer is right up there with their celebration of thug George Floyd. I’m sure they’re also Charles Manson fans because he was also just railing against “the system”.They really need to seek some better role models! #Luigi,1,12/11/2024 17:55,5
63362,63362,http://twitter.com/Les_loves_Humbl/statuses/1866903955231609241,"JUSTICE FOR BRIAN. THE PEOPLE NEED TO RALLY FOR WHAT IS GOOD. NOT WHAT IS BAD.

BRIAN THOMPSON WAS SHOT AND MURDERED IN COLD BLOOD. HIS FAMILY WANT JUSTICE.",1,12/11/2024 17:52,4
63533,63533,http://twitter.com/Ninomoleromeo/statuses/1866895995579273338,"So many idiots feel he was justified, that Luigi is a hero and that they are sorry the assassin missed in PA. The virtue signalers are full of hate.",1,12/11/2024 17:21,12
63601,63601,http://twitter.com/AJQuinn26396429/statuses/1866893603270004766,You are a fucking POS joking about the murder of Brian Thompson. Wtf is wrong with you and your staff. I’m sure his family appreciates the sick jokes.,1,12/11/2024 17:11,6
63669,63669,http://twitter.com/WSJ/statuses/1866890868780601506,From : It’s a dreadful sign of the times that Luigi Mangione is being celebrated in too many places as a worthy avenger instead of an (allegedly) deranged killer. But that is how our culture has degraded.,1,12/11/2024 17:00,0
63672,63672,http://twitter.com/Mikay1823/statuses/1866890770369929332,"It is a shame that Luigi didn’t use his smarts and wealth to do good in the world, instead of evil. Violence does not solve anything. Luigi has brought pain to Brian’s family and his own family. He has thrown his once promising life away.",1,12/11/2024 17:00,3
63789,63789,http://twitter.com/DJRHKick/statuses/1866886071398568125,"He was there to help others, give out 1st aid if needed, and help protect a friends fathers business. It’s not remotely the same situation. Kyle was defending himself. Luigi murdered a guy",1,12/11/2024 16:41,12
63868,63868,http://twitter.com/larrysnyderjr/statuses/1866882716790296626,"Stop calling people who celebrate the murder of Brian Thompson—and who call for more such murders—""sick.""

They're not sick.

They're evil.",1,12/11/2024 16:28,6
63877,63877,http://twitter.com/Teagan1776/statuses/1866882297364119693,It’s a tragic situation for both families We need to pray for both 🙏🙏🙏,1,12/11/2024 16:26,16
63891,63891,http://twitter.com/albertobmas/statuses/1866882006887567382,"Whatever the assassin said ,there is NO reason whatsoever to kill the United Healthcare CEO .PERIOD!",1,12/11/2024 16:25,1
